"Y","Z","X0","ltps1","S_1","S_2","S_3","S_4","S_5","S_6","S_7","S_8","S_9","S_10","S_11","S_12","S_13","S_14","S_15"
5.67770355491232,1,1,0.516735598147538,1.55049829663475,1.27110322174399,1.12453857467068,0.937327630896456,0.809080756283865,0.69969690319717,0.333178586438058,0.178016367551824,0.019754860407495,0,0,0,0,0,0
1.67763501705679,1,1,1.64610928737423,2.67987198586145,2.40047691097068,2.25391226389737,2.06670132012315,1.93845444551056,1.82907059242386,1.46255227566475,1.30739005677852,1.14912854963419,1.01256625238735,0.92245703071387,0.72871890678089,0.439903177185434,0.0603239021993864,0
7.31266540042524,1,1,0.20159513270861,1.23535783119583,0.955962756305064,0.809398109231749,0.622187165457528,0.493940290844937,0.384556437758242,0.0180381209991296,0,0,0,0,0,0,0,0
0.594339809782554,1,1,-0.0722719647172347,0.961490733769981,0.682095658879219,0.535531011805904,0.348320068031683,0.220073193419092,0.110689340332396,0,0,0,0,0,0,0,0,0
6.7901379461979,1,1,0.638908925480151,1.67267162396737,1.3932765490766,1.24671190200329,1.05950095822907,0.931254083616478,0.821870230529783,0.455351913770671,0.300189694884437,0.141928187740108,0.00536589049326763,0,0,0,0,0
4.28707744288924,1,1,0.640634770651201,1.67439746913842,1.39500239424765,1.24843774717434,1.06122680340012,0.932979928787528,0.823596075700832,0.45707775894172,0.301915540055487,0.143654032911158,0.00709173566431731,0,0,0,0,0
4.30005420175573,1,1,-0.183403950210671,0.850358748276545,0.570963673385782,0.424399026312468,0.237188082538247,0.108941207925655,0,0,0,0,0,0,0,0,0,0
3.60757971514388,1,1,-0.295062549080853,0.738700149406363,0.459305074515601,0.312740427442286,0.125529483668065,0,0,0,0,0,0,0,0,0,0,0
1.84774753021906,1,1,-1.211675424254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.729244977303147,1,1,-0.811824852210757,0.221937846276459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.30508690997152,1,1,-0.347396258242454,0.686366440244762,0.406971365354,0.260406718280685,0.0731957745064639,0,0,0,0,0,0,0,0,0,0,0
2.85694484665406,1,1,0.311280483406458,1.34504318189367,1.06564810700291,0.919083459929597,0.731872516155376,0.603625641542785,0.494241788456089,0.127723471696977,0,0,0,0,0,0,0,0
6.3294537021734,1,1,1.30172098368004,2.33548368216725,2.05608860727649,1.90952396020318,1.72231301642896,1.59406614181636,1.48468228872967,1.11816397197056,0.963001753084323,0.804740245939994,0.668177948693154,0.578068727019677,0.384330603086698,0.0955148734912412,0,0
5.35351181552737,1,1,2.48228330665572,3.51604600514293,3.23665093025217,3.09008628317886,2.90287533940464,2.77462846479205,2.66524461170535,2.29872629494624,2.14356407606,1.98530256891568,1.84874027166884,1.75863104999536,1.56489292606238,1.27607719646692,0.896497921480875,0.337968907407072
1.16336293456632,1,1,-0.749693585864384,0.284069112622832,0.00467403773206931,0,0,0,0,0,0,0,0,0,0,0,0,0
5.05915062687669,1,1,1.84630372429094,2.88006642277816,2.60067134788739,2.45410670081408,2.26689575703986,2.13864888242727,2.02926502934057,1.66274671258146,1.50758449369523,1.3493229865509,1.21276068930406,1.12265146763058,0.928913343697601,0.640097614102145,0.260518339116098,0
5.93620248388189,1,1,0.909040171734129,1.94280287022134,1.66340779533058,1.51684314825727,1.32963220448305,1.20138532987046,1.09200147678376,0.725483160024648,0.570320941138415,0.412059433994086,0.275497136747245,0.185387915073769,0,0,0,0
5.06594832265963,1,1,1.07544630427432,2.10920900276153,1.82981392787077,1.68324928079745,1.49603833702323,1.36779146241064,1.25840760932395,0.891889292564835,0.736727073678601,0.578465566534272,0.441903269287432,0.351794047613955,0.158055923680976,0,0,0
1.16145591059662,1,1,0.36615797778497,1.39992067627219,1.12052560138142,0.973960954308109,0.786750010533888,0.658503135921297,0.549119282834602,0.18260096607549,0.0274387471892561,0,0,0,0,0,0,0
-0.0407333486806745,1,1,-0.787085887720939,0.246676810766277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8040593983684,1,1,-0.57977344777305,0.453989250714166,0.174594175823404,0.0280295287500889,0,0,0,0,0,0,0,0,0,0,0,0
4.2629181517073,1,1,0.586403733937625,1.62016643242484,1.34077135753408,1.19420671046076,1.00699576668654,0.878748892073951,0.769365038987256,0.402846722228144,0.24768450334191,0.0894229961975812,0,0,0,0,0,0
6.28543527763295,1,1,-0.258678163385018,0.775084535102198,0.495689460211435,0.349124813138121,0.1619138693639,0.0336669947513085,0,0,0,0,0,0,0,0,0,0
1.86896775229788,1,1,-1.63992825125214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87396676995323,1,1,0.419066017805979,1.45282871629319,1.17343364140243,1.02686899432912,0.839658050554897,0.711411175942306,0.602027322855611,0.235509006096499,0.080346787210265,0,0,0,0,0,0,0
5.94313517585593,1,1,2.12178313875484,3.15554583724206,2.8761507623513,2.72958611527798,2.54237517150376,2.41412829689117,2.30474444380447,1.93822612704536,1.78306390815913,1.6248024010148,1.48824010376796,1.39813088209448,1.2043927581615,0.915577028566046,0.535997753579999,0
3.17384123660265,1,1,0.755377546040395,1.78914024452761,1.50974516963685,1.36318052256353,1.17596957878931,1.04772270417672,0.938338851090026,0.571820534330914,0.41665831544468,0.258396808300351,0.121834511053511,0.0317252893800344,0,0,0,0
